uid,duration,one_day_use_duration,up_flow,down_flow,up_and_down_flow,flow_pers_avg,start_time_stamp,end_time_stamp,mid_time_stamp,count,count_day_column,use_situation
144099FBA9B718D74EFE8286514BF7E5,0.48,0.0098738343390016,0.39,0.48,0.09,0.01,0.61,0.61,0.61,0.0,0.1,True
14424FD3BA98B6C691786E24AA3A5EE7,0.51,0.0826345897656923,0.38,0.38,0.0,0.0,0.53,0.53,0.53,0.02,0.65,True
1447BDA47529E2DC6689C03177BD8BFF,0.44,0.0054854635216675,0.96,0.93,0.93,0.09,0.6,0.6,0.6,0.0,0.0,True
144AC8DD63519D91D24E1AD13ADCB144,0.42,0.0098738343390016,0.43,0.48,0.14,0.02,0.58,0.58,0.58,0.0,0.1,True
144EF61FD87CBCBDCBAC8E40453809A7,0.49,0.0279758639605046,0.38,0.45,0.05,0.01,0.54,0.54,0.54,0.01,0.1,True
14503D1DAEBA9C261DFEF8AC6BB9A4E1,0.36,0.0,0.45,0.67,0.29,0.32,0.55,0.55,0.55,0.0,0.0,True
14533D9B4F23DF12E0941FF551950424,0.49,0.0263302249040043,0.38,0.38,0.0,0.0,0.23,0.23,0.23,0.01,0.05,False
1454AE61BE58600DD9068B0E76D7D92E,0.57,0.0277015907844212,0.38,0.38,0.0,0.0,0.67,0.67,0.67,0.0,0.05,False
1457BFBFF091D74CE8D53EAC0A21FF73,0.52,0.1294912232583653,0.38,0.38,0.0,0.0,0.61,0.61,0.61,0.04,0.75,True
145B849438DB257C323409F09E92E630,0.47,0.0353420578324582,0.42,0.44,0.09,0.01,0.77,0.77,0.77,0.01,0.3,True
14624B45FB7A4137C008019DDBDD516F,0.47,0.0137136588041689,0.49,0.46,0.17,0.03,0.55,0.55,0.55,0.0,0.1,True
1463FD54A60935FDB7A8952595B9CD99,0.42,0.004388370817334,0.38,0.38,0.0,0.0,0.82,0.82,0.82,0.0,0.0,True
146E1066AD4CBA382449F22C38DDBA1F,0.39,0.0018284878405558,0.41,0.46,0.09,0.03,0.76,0.76,0.76,0.0,0.25,True
1470E3B436D08D20858118A76D340A37,0.51,0.0501371365880416,0.38,0.38,0.0,0.0,0.53,0.53,0.53,0.01,0.2,True
147468DCF9586D62A3DB5099F56883AF,0.38,0.0054854635216675,0.38,0.38,0.01,0.0,0.58,0.58,0.58,0.01,0.1,True
147BB5F75B9A33F2F41EADF157F91C32,0.57,0.0153592978606692,0.38,0.38,0.0,0.0,0.43,0.43,0.43,0.0,0.0,True
147F8486A086A79360F21A921BEF0083,0.55,0.0139879319802523,0.38,0.38,0.0,0.0,0.61,0.61,0.61,0.0,0.05,True
1481F30BE7C9582F893509A42B8C89AE,0.4,0.0060340098738343,0.42,0.55,0.17,0.09,0.79,0.79,0.79,0.0,0.0,True
1483EBAE6CC322E20C6CE7C1014FB721,0.73,0.0268787712561711,0.5,0.74,0.38,0.01,0.68,0.68,0.68,0.0,0.0,True
1484493C2DC1F1550C8007431373E1C6,0.39,0.004388370817334,0.79,0.67,0.59,0.16,0.83,0.83,0.83,0.0,0.0,False
148B1B4F4FFAF355F23F4AB20F486CE0,0.39,0.0036569756811117,0.49,0.52,0.21,0.09,0.62,0.62,0.62,0.0,0.25,True
148B706C90FB1A0A36F4D75DA55FFB54,0.36,0.0,0.73,0.93,0.73,0.8,0.88,0.88,0.88,0.0,0.0,False
148DFF6FCE8E27781CAD25B9A18D9FB8,0.37,0.0005485463521667,0.68,0.9,0.67,0.37,0.71,0.71,0.71,0.0,0.0,False
148E4431D0AD7FE6CCD9FFDBAA6AD50E,0.38,0.0012799414883891,0.38,0.38,0.0,0.0,0.45,0.45,0.45,0.0,0.1,True
1490060427B7EBF51BFE25AE9C43C45D,0.48,0.0090510148107515,0.38,0.38,0.0,0.0,0.64,0.64,0.64,0.0,0.05,False
1491F2A45B14B6E52A2FDFF338266BC3,0.4,0.0087767416346681,0.42,0.47,0.12,0.12,0.67,0.67,0.67,0.01,0.0,True
14927FFD1E6842F9D4B7464960C13A78,0.43,0.0071311025781678,0.48,0.61,0.27,0.16,0.57,0.57,0.57,0.0,0.4,True
1494B173115F345074CC2179480A26C9,0.38,0.0024684585847504,0.48,0.53,0.21,0.06,0.46,0.46,0.46,0.0,0.15,True
149710F8B46D96894869B4F796E58363,0.4,0.0110492908079304,0.41,0.43,0.07,0.01,0.51,0.51,0.51,0.01,0.3,True
14972D45140D17E8771456ADE313586F,0.38,0.002194185408667,0.38,0.46,0.06,0.03,0.6,0.6,0.6,0.0,0.05,False
1497F872ED8E3FE3900A0FE74736F664,0.36,0.0,0.62,0.41,0.24,0.26,0.49,0.49,0.49,0.0,0.05,True
14A5E1F309CFB2F65C83AC4723645123,0.4,0.0052111903455842,0.38,0.38,0.0,0.0,0.39,0.39,0.39,0.0,0.05,True
14A813BFC5176E7DDC24EA850F64949A,0.5,0.08036204059243,0.38,0.38,0.0,0.0,0.54,0.54,0.54,0.03,0.25,True
14ABFAC3BD94FA43807AB8C9C0A42687,0.46,0.0069939659901261,0.53,0.47,0.2,0.02,0.62,0.62,0.62,0.0,0.15,True
14B05E9555131F5782148C2274F5417A,0.51,0.0109709270433351,0.38,0.38,0.0,0.0,0.88,0.88,0.88,0.0,0.0,True
14B0FD144B35A59EFDFF1A8B858ED5FC,0.38,0.0200219418540866,0.38,0.57,0.15,0.04,0.74,0.74,0.74,0.04,0.05,True
14B891A6FBB9E33CAF79B9637AEEDE91,0.66,0.0213933077345035,0.38,0.38,0.0,0.0,0.55,0.56,0.56,0.0,0.0,False
14BD39E4EB2003E75809E89D65E67330,0.69,0.0627537026878771,0.38,0.38,0.0,0.0,0.53,0.53,0.53,0.01,0.2,True
14BE530B75D70AFBBA65487525091AA5,0.71,0.0323642347778387,0.38,0.38,0.0,0.0,0.37,0.37,0.37,0.0,0.05,True
14C7E9AF2B0BE428B7ACC55D5A179988,0.43,0.017187785701225,0.38,0.38,0.0,0.0,0.57,0.57,0.57,0.02,0.1,True
14CAC62347E072540AD21D00604418B6,0.52,0.0235874931431705,0.38,0.38,0.0,0.0,0.32,0.32,0.32,0.0,0.0,False
14CBEB594B5FEBD37EAD756473977ADA,0.55,0.0919363686231486,0.38,0.38,0.0,0.0,0.3,0.3,0.3,0.02,0.2,True
14CFAEEA66A9C4CD03FE9545031DD6F6,0.38,0.0016456390565002,0.98,0.74,0.81,0.22,0.89,0.89,0.89,0.0,0.0,True
14D1A9E960784E222259C56B67B1F771,0.5,0.0104223806911684,0.38,0.38,0.0,0.0,0.91,0.91,0.91,0.0,0.0,False
14D241494976465B49B2923E4B4D1D65,0.44,0.018513439385628,0.38,0.39,0.01,0.01,0.75,0.75,0.75,0.01,0.15,True
14D4DEC7A33BA2FF30B4A3F0A138064F,0.57,0.0846589870177363,0.38,0.38,0.0,0.0,0.71,0.71,0.71,0.02,0.1,True
14D6AE5442F6515CD856A4FA7BE52663,0.56,0.0179923203510696,0.38,0.38,0.0,0.0,0.69,0.69,0.69,0.0,0.2,True
14DEE40810CD29206171446CB1D65FF9,0.55,0.0170049369171695,0.39,0.42,0.05,0.02,0.5,0.5,0.5,0.0,0.1,True
14E0C7BEA67203D4BC5E7610C000DA46,0.42,0.0211190345584201,0.4,0.43,0.06,0.03,0.76,0.76,0.76,0.01,0.05,True
14E3D0002D63506150417FB3FE2A46FC,0.4,0.0056030091685604,0.49,0.5,0.2,0.06,0.69,0.69,0.69,0.0,0.65,True
14E753296E51D45EE62C220D2CA3CAEB,0.8,0.0320899616017553,0.38,0.38,0.0,0.0,0.71,0.71,0.71,0.0,0.05,True
14EC504E62EA8D79D038AB110C4EC42E,0.49,0.0137136588041689,0.38,0.38,0.0,0.0,0.63,0.63,0.63,0.0,0.05,True
14F642CB296783D5837B0825F81A444F,0.37,0.0005485463521667,0.38,0.38,0.0,0.0,0.47,0.47,0.47,0.0,0.0,True
14FCE6080C5500FBEDED521CF4F824EE,0.4,0.0027427317608337,0.42,0.42,0.08,0.01,0.73,0.73,0.73,0.0,0.1,True
14FFC1B1229E364F1D8ABA5DA05BCD5C,0.78,0.0301700493691716,0.38,0.38,0.0,0.0,0.35,0.35,0.35,0.0,0.0,True
1500A144435171ECCE2E563F35ECC680,0.58,0.0967155787164015,0.38,0.38,0.0,0.0,0.68,0.68,0.68,0.02,0.75,True
15050BFEFF37F55E416709DE0D0EDCC3,0.38,0.0010970927043335,0.38,0.38,0.0,0.0,0.57,0.57,0.57,0.0,0.0,False
1506C549B6F94D4D04B5F96E679CD321,0.49,0.0162735417809471,0.38,0.38,0.0,0.0,0.71,0.71,0.71,0.01,0.1,True
15090C1859677AFA14BA8293F61F0F6F,0.41,0.0063387578472603,0.38,0.38,0.0,0.0,0.71,0.71,0.71,0.0,0.4,True
150F50A05EBC494606BD5228CBB834D1,0.42,0.0095995611629182,0.43,0.6,0.22,0.06,0.71,0.71,0.71,0.0,0.05,True
1510075D643462ED1E6DE87F87B03B48,0.39,0.0070213933077345,0.41,0.43,0.07,0.05,0.46,0.46,0.46,0.01,0.2,True
151AAB092A8C35D82BB4E6F9914BCA70,0.44,0.0075882245383068,0.38,0.38,0.0,0.0,0.78,0.78,0.78,0.0,0.25,False
151EAD85A681557CF871AC74E934B26C,0.4,0.0164563905650027,0.43,0.44,0.1,0.03,0.61,0.61,0.61,0.01,0.1,True
15210D9CC9676C09BD2C790F9F1369FE,0.38,0.0013713658804168,0.56,0.45,0.22,0.05,0.71,0.71,0.71,0.0,0.05,False
1521642EF3C33132066DD4FA5ABC60AC,0.57,0.0477235326385079,0.45,0.54,0.19,0.03,0.85,0.85,0.85,0.01,0.0,False
1521E69EFF7367BA0332E93937A8F331,0.39,0.002194185408667,0.84,0.48,0.48,0.1,0.25,0.25,0.25,0.0,0.0,True
1525D38A3DED0B5992769469451040FA,0.42,0.0123173589986535,0.42,0.44,0.1,0.02,0.5,0.5,0.5,0.0,0.5,True
152A1F26FE1FD0252D5E1BADB4769659,0.45,0.0124794295117937,0.4,0.43,0.07,0.07,0.77,0.77,0.77,0.0,0.15,True
152A8713366A53E388ECFB37F3BFD5AE,0.5,0.0098738343390016,0.4,0.58,0.18,0.01,0.7,0.7,0.7,0.0,0.05,True
152CCE9DF99E0B0D23BEF64D92AEF565,0.48,0.0356555128908392,0.38,0.38,0.0,0.0,0.64,0.64,0.64,0.02,0.1,False
15340B7F699904FDF36C1E7C8FBAF0A9,0.4,0.0261473761199488,0.43,0.5,0.14,0.09,0.77,0.77,0.77,0.02,0.25,True
1535C312F3F017CF6BB977AEC9319B06,0.41,0.0038398244651673,0.38,0.38,0.0,0.0,0.87,0.87,0.87,0.0,0.05,True
153657063BA0D8EAFB52CE88795A88F0,0.5,0.0542032364234777,0.38,0.38,0.0,0.0,0.65,0.65,0.65,0.02,0.75,True
153A27CF562F562555679419F93B134F,0.46,0.088315962698848,0.38,0.38,0.0,0.0,0.5,0.5,0.5,0.03,0.05,True
153EF1E687F241F9216B8735A71D01A7,0.56,0.038398244651673,0.38,0.38,0.0,0.0,0.62,0.62,0.62,0.01,0.25,True
1540109015F0926D391C05C47C7D45D0,0.84,0.0345584201865057,0.38,0.38,0.0,0.0,0.72,0.72,0.72,0.0,0.0,True
1543E3CBE9C041CEAFB3E72324A6A841,0.52,0.0833790455293472,0.38,0.38,0.0,0.0,0.44,0.44,0.44,0.03,0.0,True
154584101C5FBDEF00D326D8DE5F135C,0.36,0.0001371365880416,0.58,0.58,0.34,0.31,0.55,0.55,0.55,0.0,0.15,True
1547BBE10F03C7CFC09BC09C22B80AEB,0.41,0.0112662981560403,0.41,0.42,0.06,0.02,0.65,0.65,0.65,0.01,0.6,True
15488413FB673EFE0913C7EC5FE3C18D,0.39,0.0031541415249588,0.47,0.55,0.21,0.07,0.54,0.54,0.54,0.0,0.15,True
15495EE7AD110FEAFBAD14B5BA614A55,0.37,0.0005485463521667,0.38,0.38,0.0,0.0,0.55,0.55,0.55,0.0,0.0,False
15498C7AC539836E0CD5361E4B3AB8E0,0.51,0.0413695373925763,0.38,0.38,0.0,0.0,0.63,0.63,0.63,0.01,0.55,True
154CD9F0760B5E4FE46FA7C1702552B3,0.61,0.0460778935820076,0.38,0.38,0.0,0.0,0.46,0.46,0.46,0.01,0.05,True
154D90B72D688031E4CE1098A2394E5E,0.41,0.0104223806911684,0.38,0.4,0.03,0.03,0.58,0.58,0.58,0.0,0.25,True
15565C685A09232DA93977AF9648D09A,0.49,0.0093252879868348,0.47,0.87,0.46,0.03,0.67,0.67,0.67,0.0,0.0,True
15585EEA14B944B68B2B3EBD2157E21D,0.37,0.0019199122325836,0.38,0.39,0.01,0.01,0.71,0.71,0.71,0.0,0.05,True
155A07A9B71A69FCBBDD922C90467042,0.39,0.0034284147010422,0.38,0.38,0.0,0.0,0.47,0.47,0.47,0.0,0.15,True
155B10DDA1C92334F7F097DE4249F248,0.65,0.0211190345584201,0.38,0.38,0.0,0.0,0.41,0.41,0.41,0.0,0.05,False
155FAC55376CDA3BB7EBEBC557AF7EA1,0.66,0.0405924300603401,0.49,0.45,0.16,0.01,0.66,0.66,0.66,0.0,0.05,True
1562DB70290FB84E9579E542F2CE902B,0.38,0.0016456390565002,0.78,0.38,0.35,0.1,0.77,0.77,0.77,0.0,0.0,True
1567AC02723CE0A163F7791C1010C59B,0.52,0.0115194733955019,0.38,0.38,0.0,0.0,0.55,0.55,0.55,0.0,0.05,True
156BD6172DB4C815732EF2F21205DDC0,0.4,0.0045255074053757,0.46,0.65,0.29,0.1,0.48,0.48,0.48,0.0,0.15,True
156C2C4DB610BA5149FF0073F0EBB1DB,0.43,0.0080453464984457,0.54,0.51,0.25,0.05,0.6,0.6,0.6,0.0,0.1,True
156C84AC4984904D5AF86BF4FF6D0C53,0.41,0.0170049369171695,0.38,0.38,0.0,0.0,0.33,0.33,0.33,0.01,0.0,False
15736AC2AA7E6E730C9B01A3CF5CC4C5,0.67,0.022490400438837,0.38,0.38,0.0,0.0,0.39,0.39,0.39,0.0,0.0,True
157873C281D70B5A71D93761A683206E,0.39,0.0142622051563357,0.38,0.38,0.0,0.0,0.61,0.61,0.61,0.02,0.05,True
157AB97D59125CADD1308D1B3B4F5A85,0.45,0.0063997074419455,0.59,0.58,0.35,0.02,0.57,0.57,0.57,0.0,0.1,True
157BC126C2034E2D0B13BED61E1896AD,0.56,0.02029621503017,0.38,0.38,0.0,0.0,0.77,0.77,0.77,0.0,0.2,True
157C5DBBFEEAAEE5BBE199AA44F032E7,0.52,0.0261473761199488,0.39,0.39,0.03,0.0,0.62,0.62,0.62,0.01,0.1,True
157E5E652EF1637D2C150520B26F9CA8,0.5,0.0104223806911684,0.38,0.38,0.0,0.0,0.9,0.9,0.9,0.0,0.0,False
157E6979ED7DEDFEBA401CCB3DCBD1CE,0.5,0.0287986834887548,0.41,0.51,0.14,0.01,0.59,0.59,0.59,0.01,0.35,True
15808C283DCD49710336503A694CCB4F,0.51,0.0205156335710367,0.39,0.41,0.04,0.03,0.64,0.64,0.64,0.01,0.45,True
15825DCA8D1D434DD2417851FB0FB337,0.44,0.0054854635216675,0.38,0.38,0.0,0.0,0.4,0.4,0.4,0.0,0.0,False
15832569547A9BF9B602A88AB2986C5A,0.41,0.0106966538672517,0.39,0.42,0.05,0.01,0.57,0.57,0.57,0.01,0.15,True
1585338F3BE597E56758FE8BC798BBD4,0.4,0.0059654415798134,0.44,0.47,0.13,0.05,0.62,0.62,0.62,0.01,0.35,True
158995CDE86AC5FAB1A09E0877046156,0.42,0.0122874382885353,0.46,0.43,0.11,0.02,0.52,0.52,0.52,0.01,0.2,True
158B5164F6A1EE165F58BD231F1490A9,0.41,0.0038398244651673,0.38,0.38,0.01,0.0,0.68,0.68,0.68,0.0,0.15,True
158B5CB2124186685BC3121D71217EEC,0.55,0.0296215030170049,0.38,0.38,0.0,0.0,0.67,0.67,0.67,0.01,0.2,True
159031ECADD7A40A351977CCB223593C,0.58,0.1415249588590235,0.38,0.38,0.0,0.0,0.75,0.75,0.75,0.03,0.05,True
1593096583987E38B2DB2A70C9390AB1,0.38,0.0016456390565002,0.41,0.65,0.24,0.22,0.62,0.62,0.62,0.0,0.1,False
159685A76C786D94084D3B80A87E3C7D,0.38,0.0020113366246114,0.44,0.42,0.1,0.1,0.53,0.53,0.53,0.0,0.1,False
15986FDAA3A0C1DA56F9CC346F2B365C,0.71,0.0252331321996708,0.38,0.38,0.0,0.0,0.54,0.54,0.54,0.0,0.0,True
159A125069F2303B48508E4AB37D0C24,0.39,0.0277015907844212,0.43,0.52,0.16,0.1,0.75,0.75,0.75,0.03,0.05,False
159AED41B3C27FE656CE62D82D845468,0.41,0.0045255074053757,0.38,0.38,0.0,0.0,0.67,0.67,0.67,0.0,0.15,True
15A39A017529B3C517C37C0F32B12AEC,0.48,0.036204059243006,0.39,0.39,0.03,0.03,0.51,0.51,0.51,0.02,0.3,True
15A71CBE789DAD69C5FD2381E2F9764C,0.5,0.0153592978606692,0.38,0.38,0.0,0.0,0.53,0.53,0.53,0.0,0.2,True
15A9840062984CC6C0168704F99D8364,0.47,0.0422380691168403,0.38,0.38,0.0,0.0,0.56,0.56,0.56,0.02,0.0,True
15AB261C9BBBD90B8E2D66B1C373101C,0.39,0.0054854635216675,0.38,0.38,0.0,0.0,0.94,0.94,0.94,0.0,0.0,True
15ABD1742766B3796E04874BBDB274A5,0.5,0.0104223806911684,0.38,0.5,0.1,0.11,0.55,0.55,0.55,0.0,0.05,True
15AC42FBD8D957EA421CFD305C4F493C,0.44,0.0060340098738343,0.38,0.38,0.0,0.0,0.37,0.37,0.37,0.0,0.05,True
15B3E00484470262424E934BE10FF0F2,0.41,0.0038398244651673,0.38,0.38,0.0,0.0,0.56,0.56,0.56,0.0,0.0,True
15B410776C74EA5EC18CF9236423E334,0.38,0.0010970927043335,0.52,0.83,0.48,0.17,0.49,0.49,0.49,0.0,0.0,False
15B733396EAF653DEBE8661048FD9BFC,0.39,0.0049369171695008,0.41,0.41,0.06,0.01,0.78,0.78,0.78,0.0,0.0,True
15B9DE7E3F24CA0D8A8EA5F9F4ADF7BB,0.45,0.0122874382885353,0.38,0.38,0.0,0.0,0.51,0.51,0.51,0.0,0.2,True
15CB4CF344B36FB1FA58F4F8C827FD77,0.42,0.008365331870543,0.38,0.38,0.0,0.0,0.8,0.8,0.8,0.0,0.15,True
15D1107A3E5BE3576529FCD5FE465B53,0.61,0.0385079539221064,0.38,0.38,0.0,0.0,0.55,0.55,0.55,0.01,0.2,True
15D8C255C2A5C74233B6754F9D7D6DCC,0.53,0.0354726641067836,0.38,0.38,0.0,0.0,0.89,0.89,0.89,0.01,0.1,True
15D9DDD7E9E86C1F151182E23A7EDC5B,0.41,0.0085573230938014,0.38,0.38,0.0,0.0,0.59,0.59,0.59,0.0,0.2,True
15DA131846656E9D7391F03A6D5D5BC4,0.4,0.0025598829767782,0.4,0.51,0.12,0.06,0.74,0.74,0.74,0.0,0.1,True
15DAFE73F2D425EC2210560F3CE80792,0.37,0.0005485463521667,0.38,0.38,0.0,0.0,0.92,0.92,0.92,0.0,0.0,True
15DD6E2D673C4EDAFAD714225CFC542B,0.4,0.0026055951727921,0.4,0.49,0.11,0.04,0.69,0.69,0.69,0.0,0.15,True
15E2558ED51A69F705F12E8391475C1E,0.4,0.0170049369171695,0.45,0.48,0.15,0.05,0.71,0.71,0.71,0.02,0.0,True
15F180B26CE5BFCA588F798A124F729E,0.73,0.0268787712561711,0.38,0.38,0.0,0.0,0.92,0.92,0.92,0.0,0.0,False
15F18BB2FD9ADB41F3C48A46DE1FE200,0.42,0.004388370817334,0.38,0.38,0.0,0.0,0.52,0.52,0.52,0.0,0.1,True
15F3511E1F44C4F80F9105119ED1027B,0.56,0.0235874931431705,0.5,0.53,0.23,0.01,0.57,0.57,0.57,0.0,0.1,True
15F40E00595A88FEDFC8635A9A81D6CB,0.41,0.0063082830499177,0.41,0.49,0.12,0.05,0.62,0.62,0.62,0.0,0.55,True
15F6905BCD49D9AF6041FDB6677DBCB9,0.48,0.0186505759736697,0.38,0.57,0.15,0.06,0.53,0.53,0.53,0.0,0.0,False
15F8ADADC5F10D955AE9F128FF9240A9,0.49,0.0215030170049369,0.45,0.45,0.12,0.01,0.62,0.62,0.62,0.01,0.2,True
15FB7191A5C18F4B0FF070B4B05F4782,0.56,0.0696653867251782,0.38,0.38,0.0,0.0,0.79,0.79,0.79,0.02,0.1,False
15FC75ECBC3422404938570BAF41C631,0.37,0.0005485463521667,0.43,0.63,0.24,0.13,0.9,0.9,0.9,0.0,0.0,True
1600A23593BE5CD1703012B367744935,0.48,0.1069665386725178,0.38,0.38,0.0,0.0,0.67,0.67,0.67,0.05,0.05,True
1605EA501853BD053905AA8676DC4369,0.38,0.0049369171695008,0.38,0.38,0.0,0.0,0.72,0.72,0.72,0.01,0.0,False
1607D4C6A5BA0CF5432141445BC7C645,0.43,0.0082281952825013,0.38,0.39,0.01,0.0,0.61,0.61,0.61,0.0,0.05,True
160CED24751482EE810026EE3B667CF0,0.4,0.0027427317608337,0.38,0.38,0.0,0.0,0.93,0.93,0.93,0.0,0.0,False
16102E583C6547F3FEFF000BFE7EB59E,0.47,0.0133845309928688,0.38,0.41,0.03,0.0,0.61,0.61,0.61,0.0,0.2,True
1611CB5717F1EE60AC1633F56A2FD2D5,0.56,0.1189659901261656,0.38,0.38,0.0,0.0,0.8,0.8,0.8,0.02,0.75,True
16187E26640C2EB45CC8E5FEB8B98ED3,0.41,0.0338270250502834,0.38,0.38,0.0,0.0,0.47,0.47,0.47,0.02,0.1,True
161DF2DF9F6DABBC2A6EAC07B4F52F02,0.59,0.0688730419942707,0.38,0.38,0.0,0.0,0.63,0.63,0.63,0.01,0.4,True
161E58C536C91F374B2018F7C2B10230,0.39,0.004388370817334,0.64,0.63,0.43,0.12,0.5,0.5,0.5,0.0,0.0,False
16269BD3DA9C20BF43C2CBC80C564F3B,0.56,0.0388096544157981,0.38,0.38,0.0,0.0,0.63,0.63,0.63,0.01,0.15,True
162C4D693965CF30BF8317E938B4483B,0.59,0.0337356006582556,0.38,0.38,0.0,0.0,0.64,0.64,0.64,0.0,0.05,True
1630F1D40D47DC3E968463F3D6FA5799,0.54,0.0263302249040043,0.38,0.55,0.14,0.01,0.66,0.66,0.66,0.0,0.0,False
163127B6C99DA37EC5DD1E101C10B682,0.43,0.0355183763027975,0.4,0.39,0.04,0.01,0.56,0.56,0.56,0.02,0.35,True
1633A9EC348B354D1C9E89CB3EBA4A89,0.7,0.0246845858475041,0.38,0.38,0.0,0.0,0.88,0.89,0.89,0.0,0.0,False
16367B0C9BAF818D635942A5EE8A854B,0.54,0.0266044980800877,0.49,0.51,0.2,0.11,0.56,0.56,0.56,0.0,0.05,True
1636F7687A0C1282BDFC9AD5E5D0E6DD,0.39,0.0045255074053757,0.44,0.49,0.15,0.04,0.6,0.6,0.6,0.0,0.15,True
163E26DFE430F9F8B368DB3362C221EA,0.41,0.0082703911557449,0.4,0.43,0.06,0.04,0.52,0.52,0.52,0.0,0.6,True
163E2C22AD3B8412D7B93FB82B64B06B,0.48,0.0449808008776741,0.38,0.43,0.04,0.0,0.73,0.73,0.73,0.02,0.0,True
1644987C86F5DEB2BE4A0E796A1F8E11,0.41,0.012506856829402,0.38,0.6,0.18,0.15,0.61,0.61,0.61,0.0,0.2,True
1644C98F73692E61F750AECECDB394A3,0.5,0.0098738343390016,0.38,0.38,0.0,0.0,0.42,0.42,0.42,0.0,0.0,True
164C8B7C150CEC79067591EBA05A4859,0.41,0.0120680197476686,0.49,0.53,0.23,0.02,0.98,0.98,0.98,0.01,0.0,True
164EB5F957104DD0588CFFC600A1F9F8,0.71,0.1557871640153593,0.38,0.38,0.0,0.0,0.46,0.46,0.46,0.02,0.0,False
164EDF2E51B7105E306776E57505AEEF,0.42,0.0083196196745291,0.4,0.41,0.05,0.01,0.62,0.62,0.62,0.0,0.25,True
1650ADDA38C3AB8F862EA9DA2FA7399E,0.37,0.0013713658804168,0.63,0.84,0.58,0.28,0.81,0.81,0.81,0.0,0.05,True
16588DD3D31049A8A5AFE6BD638C92F7,0.59,0.0164563905650027,0.38,0.38,0.0,0.0,0.41,0.41,0.41,0.0,0.0,False
165A55ADA2EAB4E7478A6B1D1B564357,0.43,0.0091881513987931,0.41,0.47,0.1,0.03,0.64,0.64,0.64,0.01,0.35,True
1661ED95D69E0361C5C5889EAF96CD44,0.98,0.0449808008776741,0.38,0.38,0.0,0.0,0.63,0.63,0.63,0.0,0.0,True
16691BE180A773062A9FAA3B172A5327,0.4,0.004388370817334,0.56,0.52,0.28,0.03,0.76,0.76,0.76,0.0,0.1,True
166C5A8FB321B9DD1C52A1C1B42287B3,0.67,0.1393307734503565,0.38,0.38,0.0,0.0,0.77,0.77,0.77,0.02,0.0,True
166C5B95E989EEBC2C166E82A113C45F,0.5,0.0150850246845858,0.38,0.43,0.05,0.03,0.27,0.27,0.27,0.01,0.05,True
1671617147307B0A511A4CA424AB8117,0.36,0.0002742731760833,0.46,0.56,0.21,0.12,0.44,0.44,0.44,0.0,0.05,True
1684343E06CDC339F225BACD389B5194,0.37,0.0008228195282501,0.38,0.38,0.0,0.0,0.91,0.91,0.91,0.0,0.05,True
1684CA96C3768AAD7821BC04C74630B6,0.5,0.0193088315962698,0.38,0.38,0.0,0.0,0.52,0.52,0.52,0.0,0.2,False
168822EAC961A7300F58165AEFD68AB1,0.55,0.0409581276284512,0.38,0.38,0.0,0.0,0.48,0.48,0.48,0.01,0.1,True
1688CC84F2B6D38553A29CD010063DF2,0.5,0.0161821173889193,0.38,0.38,0.0,0.0,0.43,0.43,0.43,0.0,0.15,True
168F19B55FF5B47ABDD04CC40C230450,0.95,0.0427866154690071,0.38,0.38,0.0,0.0,0.02,0.02,0.02,0.0,0.0,True
168FC71EF624CF689F5CBC18D7E10926,0.69,0.0241360394953373,0.38,0.38,0.0,0.0,0.74,0.74,0.74,0.0,0.0,False
16919A7E89DFB8C263DAB5A41657FE39,0.52,0.0367160358383616,0.39,0.47,0.09,0.01,0.68,0.68,0.68,0.01,0.7,True
1696BC25D72377ADC117E15AF8EB082F,0.54,0.0128908392759188,0.38,0.38,0.0,0.0,0.54,0.54,0.54,0.0,0.05,True
169B2F240A6A1564172AAD8C685E5AB2,0.68,0.0230389467910038,0.38,0.38,0.0,0.0,0.74,0.74,0.74,0.0,0.0,True
16AB721DEA9671821EEA0263FAAFFCD3,0.43,0.0049369171695008,0.38,0.38,0.0,0.0,0.55,0.55,0.55,0.0,0.0,True
16B2D4404B1324F6ED14C4E3982459CD,0.42,0.0160645717420264,0.39,0.38,0.02,0.01,0.66,0.66,0.66,0.01,0.3,True
16B8DBD632981DFEC1BD181582464995,0.52,0.0167306637410861,0.49,0.53,0.22,0.01,0.65,0.65,0.65,0.0,0.05,True
16B97848AEC7BE606D112940E6F1B8B8,0.67,0.0740537575425123,0.38,0.38,0.0,0.0,0.69,0.69,0.69,0.01,0.05,False
16BC7755A1609D1A4E7E862E70F87C5D,0.43,0.0132260620466873,0.42,0.46,0.11,0.03,0.55,0.56,0.56,0.01,0.4,True
16BC89F59A5C19C51E67E50B4960AF33,0.43,0.0049369171695008,0.38,0.38,0.0,0.0,0.63,0.63,0.63,0.0,0.0,True
16BEA449CEB893027DAA1E5DAB01780C,0.36,0.0005485463521667,0.39,0.47,0.09,0.1,0.73,0.73,0.73,0.0,0.0,True
16C0EECD4F09DAD53F8AB78BE39AB5C9,0.37,0.0005485463521667,0.38,0.38,0.0,0.0,0.34,0.34,0.34,0.0,0.0,False
16C495CF242B75D8B378A5EB90861CDC,0.7,0.0249588590235874,0.38,0.38,0.0,0.0,0.75,0.75,0.75,0.0,0.05,True
